Date,Message
2025-11-24 18:30:00+07:00,"4070.09,4071.26,4067.23,4070.46"
2025-11-24 18:45:00+07:00,"4070.46,4071.92,4068.97,4069.99"
2025-11-24 19:00:00+07:00,"4070,4074.33,4065.53,4068.37"
2025-11-24 19:15:00+07:00,"4068.35,4071.45,4067.28,4070.62"
2025-11-24 19:30:00+07:00,"4071.03,4080.65,4070.37,4078.91"
2025-11-24 19:45:00+07:00,"4078.9,4084.22,4077.16,4080.24"
2025-11-24 20:00:00+07:00,"4080.25,4081.91,4075.77,4078.53"
2025-11-24 20:15:00+07:00,"4078.55,4085.05,4077.31,4080.44"
2025-11-24 20:30:00+07:00,"4080.48,4085.92,4074.36,4077.42"
2025-11-24 20:45:00+07:00,"4077.41,4080.92,4073.5,4077.6"
2025-11-24 21:00:00+07:00,"4077.58,4082.97,4076.13,4080.36"
2025-11-24 21:15:00+07:00,"4080.31,4081.18,4073.96,4075.4"
2025-11-24 21:30:00+07:00,"4075.45,4079.05,4068.54,4073.85"
2025-11-24 21:45:00+07:00,"4073.79,4086.27,4072.14,4081.35"
2025-11-24 22:00:00+07:00,"4081.16,4093.67,4081.16,4092.19"
2025-11-24 22:15:00+07:00,"4092.22,4093.9,4087.21,4088.39"
2025-11-24 22:30:00+07:00,"4088.38,4093.62,4086.97,4093.01"
2025-11-24 22:45:00+07:00,"4093.02,4093.5,4089.34,4091.76"
2025-11-24 23:00:00+07:00,"4091.59,4095.49,4089.68,4094.81"
2025-11-24 23:15:00+07:00,"4094.83,4095.38,4092.06,4092.28"
2025-11-24 23:30:00+07:00,"4092.35,4098.97,4091.91,4097.83"
2025-11-24 23:45:00+07:00,"4097.83,4098.84,4094.87,4097.07"
2025-11-25 00:00:00+07:00,"4097.1,4099.74,4091.54,4092.21"
2025-11-25 00:15:00+07:00,"4092.23,4094.89,4089.01,4093.34"
2025-11-25 00:30:00+07:00,"4093.26,4096.25,4092.44,4095.44"
2025-11-25 00:45:00+07:00,"4095.46,4100.4,4092.84,4093.29"
2025-11-25 01:00:00+07:00,"4093.28,4093.69,4087.99,4090.29"
2025-11-25 01:15:00+07:00,"4090.3,4095.83,4089.36,4095.42"
2025-11-25 01:30:00+07:00,"4095.42,4114.88,4095.33,4112.64"
